FIT-101,LIT-101,P-101,P-102,MV-101,AIT-101,AIT-102,DPIT-101,FIT-201,AIT-201,AIT-202,AIT-203,P-201,P-202,P-203,P-204,MV-201,FIT-301,LIT-301,DPIT-301,P-301,P-302,MV-301,MV-302,AIT-301,AIT-302,AIT-303,FIT-401,LIT-401,AIT-401,AIT-402,P-401,P-402,P-403,UV-401,FIT-501,FIT-502,FIT-503,PIT-501,PIT-502,P-501,P-502,AIT-501,FIT-601,LIT-601,P-601,P-602,P-603,DPIT-601,AIT-601,AIT-602,Normal/Attack,Attack_Type,Attack_Severity,Affected_Stage,Num_Affected_Sensors,Timestamp
2.0203035597573256,895.9572164217989,1.0,0.0,0.9996590853461869,294.9541673038754,235.39977339863256,2.5386188256457505,1.213184101099537,316.5860815704486,278.68134536862965,213.84233174872506,1.0,0.0,1.0,0.0,0.9245991805926758,2.532423540720354,748.3094097873385,5.583787265247629,1.0,1.0,0.9646919861512285,1.1869808914081172,187.09591607897045,191.6156393709204,160.4541859586651,2.1152031194907392,550.2440714552141,56.561248042623276,60.67535721706677,1.0,0.0,1.0,90.82629170582862,1.6917159978952345,1.0915047392477797,0.8492324345929523,29.10331413893574,23.828106682506682,1.0,1.0,105.66892187116441,1.5159958208574202,436.8878051959741,0.0,0.0,1.0,3.2972255529172623,127.28733827470481,116.66871070333751,0,Normal,None,0,,2025-11-26 09:21:16.194586
2.092786351941465,908.8100377809911,1.0,0.0,0.9505482574176393,304.40750381197233,242.83815011695972,2.633908570831118,1.2547351310564805,308.65847577031,284.79534748839814,229.2107255935493,1.0,0.0,1.0,0.0,0.8105101690730682,2.5340673118831925,750.3956601639582,5.620006548083633,1.0,1.0,1.0927618723089676,1.105616356063216,175.57769377861547,200.16652073281773,155.7658540011409,2.1021513713228233,527.7914703039772,64.61615607536199,53.767041095243,1.0,0.0,1.0,86.17187386912138,1.7729392924585563,1.0316091126656668,0.8569254459063742,28.924289727152207,25.08355281998842,1.0,1.0,95.83613429615394,1.5415456776394763,425.3584946173455,0.0,0.0,1.0,3.3596557619692775,126.30818654196835,121.44240258469897,0,Normal,None,0,,2025-11-26 09:21:19.194586
2.033123416985367,910.5036735137548,1.0,0.0,0.8174924914728636,290.35196766647215,236.1372441645653,2.3577481509865246,1.200345995627808,275.4313329803842,280.5260902018382,237.02886070118177,1.0,0.0,1.0,0.0,0.872090221380631,2.50454725131195,728.1261905130735,5.594341668282423,1.0,1.0,0.8495901259568313,1.1238616697836337,175.39487096385253,208.44279616866984,163.30898153251204,2.1443775622290566,558.4897943748981,61.97057521545922,55.699933396952304,1.0,0.0,1.0,92.88631381003628,1.7654457615805759,1.0958157987018842,0.8456962438679553,30.220001132503334,23.337427660245233,1.0,1.0,98.16806969682857,1.4899482412161602,450.3862954345444,0.0,0.0,1.0,4.0589512978616185,121.73869564005285,117.21068240896804,1,valve_manipulation,high,6,4.0,2025-11-26 09:21:22.194586
2.056967908283554,884.158344199874,1.0,0.0,1.1951384592407592,294.34368528505354,241.25920199533218,2.3653491986461233,1.1827867476784624,310.1474819159309,274.2967608041554,232.18629118303565,1.0,0.0,1.0,0.0,1.0494791486921229,2.507833007889763,714.5736586865021,5.240816974915485,1.0,1.0,0.979360424525069,1.009510031953152,174.99350053403646,215.86831807264636,150.79525534749428,2.1265523263052364,545.347770138597,61.713695323178854,53.98012701959583,1.0,0.0,1.0,98.92047288025202,1.738604860455447,1.0213638953310098,0.8296090616887329,28.146551919214875,25.843022833043083,1.0,1.0,91.36605761165393,1.5139856759940482,471.65788567876814,0.0,0.0,1.0,3.5902036972238935,140.49005945054864,121.21164893540947,1,data_injection,low,1,2.0,2025-11-26 09:21:25.194586
1.9458188274165922,916.7956596944002,1.0,0.0,0.9496936713184784,287.0195465220358,249.27279166047364,2.286812583618258,1.1600809947213049,303.5977419904114,266.5976241997899,216.60888014694697,1.0,0.0,1.0,0.0,1.0052588561104872,2.5445613105377736,774.7803309303066,5.353440221558275,1.0,1.0,1.0270583942729958,0.9151147758030058,184.06390191459346,188.6800585143446,152.8627964752719,2.2023338158214014,502.3827936428161,68.9871262497131,54.25069181528004,1.0,0.0,1.0,81.54102222784041,1.7267395962382126,1.059987459376214,0.8535554086146151,29.12197126019167,24.456624917318177,1.0,1.0,109.65880406581005,1.5075809831254596,429.3733410067149,0.0,0.0,1.0,3.8018981504270872,139.23517990565995,117.32355873687071,0,Normal,None,0,,2025-11-26 09:21:28.194586
2.026507879649058,903.46520113931,1.0,0.0,0.9578035250751212,302.5434725579723,254.0757969870823,2.6233049613676016,1.2311026862791041,291.34469640833254,293.7691057437922,237.6988382694453,1.0,0.0,1.0,0.0,1.0346427764097295,2.5059618849326415,762.8940730266245,5.38230497178864,1.0,1.0,1.0406351374907497,1.1659253470685813,162.13659070533237,190.7755990977456,159.7484638906768,2.1716029926044125,594.992428073901,59.53232887467087,58.80912457215852,1.0,0.0,1.0,80.32609335047954,1.758495875852052,1.0576118295998327,0.8448351765423666,31.680950036134092,24.13846395347346,1.0,1.0,98.60733124630333,1.438839081576733,471.8716493136926,0.0,0.0,1.0,3.503724399828717,119.47148575246987,125.81358064109044,0,Normal,None,0,,2025-11-26 09:21:31.194586
1.9581259677901672,911.3602464846429,1.0,0.0,0.9215992598408607,300.8411262914457,252.6459967470686,2.774976523736903,1.1770541343362915,297.0521690966909,286.6067019118433,225.04561406367046,1.0,0.0,1.0,0.0,1.0208791208781485,2.4044718073282763,708.714969349291,5.439529078842364,1.0,1.0,0.9283115442406688,0.8674065203322073,183.01638103259694,213.2520466667709,156.9191441381692,2.12636260179259,552.0745269807754,56.062114610798275,55.21163920543053,1.0,0.0,1.0,87.8362236036941,1.7849523286519229,1.073427753012025,0.8502878939684249,32.95488303263772,25.417931450122943,1.0,1.0,108.68651088296451,1.5865362797746105,427.26650130613467,0.0,0.0,1.0,3.307931675061685,139.6263375860862,115.63822485931668,0,Normal,None,0,,2025-11-26 09:21:34.194586
2.0427931716121193,911.0198146545873,1.0,0.0,0.9146505002168862,295.2612189217456,250.6203353927571,2.441218904478851,1.23057378889683,299.562577614387,276.81898684171324,223.52819022262042,1.0,0.0,1.0,0.0,0.8711865503406856,2.4174405228527664,761.1529447981709,5.7192846200164205,1.0,1.0,1.0698557733852059,0.966518037682808,169.1283257573615,186.40814787372625,155.33766628651497,2.193212788373466,544.6422317908883,57.560625076154764,54.92674576270525,1.0,0.0,1.0,94.89690709898957,1.707618611454604,1.0371895955546029,0.8757669959120067,29.818959344369993,26.668607954365317,1.0,1.0,103.71262953502222,1.5346468472077084,445.4717949051835,0.0,0.0,1.0,3.773844850248744,134.5234868097566,128.69522403294303,1,valve_manipulation,high,2,3.0,2025-11-26 09:21:37.194586
2.1020991769038075,903.131123681452,1.0,0.0,1.069023694157128,311.7025466990359,240.77507970139015,2.8883864767728937,1.204478684398131,276.9866053192852,275.84505673313595,150.0,0.5,0.0,0.5,0.0,0.9770079884406099,2.544014687873079,759.6712266383616,5.385698305913711,1.0,1.0,0.9941802535900262,0.8280445207915642,168.77078064661336,215.05275295307615,152.18636279663386,2.193910820499448,562.2898969313148,56.650861566991324,53.30403767618903,1.0,0.0,1.0,82.23178517743281,1.7203374330475656,1.0668170174806741,0.8368859930183722,30.299343017711234,24.516193838176672,1.0,1.0,103.99620146993172,1.5299249079833093,438.28520679819644,0.0,0.0,1.0,3.7170889544630077,130.47682727393217,125.99956311539303,1,sensor_drop,medium,2,3.0,2025-11-26 09:21:40.194586
1.906275079814049,879.7666663169192,1.0,0.0,1.109067743788758,306.9174387018691,240.2565058134336,2.7571183444828,1.1672764671354556,300.239533246852,275.19899378133846,217.61267842703103,1.0,0.0,1.0,0.0,1.1167940561538579,2.601098889737456,753.5654843419532,5.9577996750588005,1.0,1.0,0.9718784946810604,1.0108308598382354,175.92042479476234,189.5896200023865,157.9967413547752,2.1354846570081185,546.8774745764562,53.23299532754863,56.28696923029877,1.0,0.0,1.0,77.42493242924859,1.7175492066545692,1.0539426387735096,0.8346067507135249,30.38051497581776,24.728547694124224,1.0,1.0,90.21702093555368,1.5067188624431405,458.7986952042981,0.0,0.0,1.0,3.7531000607029705,127.43402347663138,119.60035608822116,0,Normal,None,0,,2025-11-26 09:21:43.194586
1.9572505819454225,907.140258581091,1.0,0.0,1.0407628965989733,295.83510736545577,242.66266265423945,2.783072094927733,1.1722666170806666,307.57403663664127,262.61633367095993,221.46586453798736,1.0,0.0,1.0,0.0,1.059618154616826,2.3978121150431133,756.7694551057252,5.817573683951185,1.0,1.0,1.0683984760216705,0.9088800443362507,170.1607741567567,206.6299073507826,156.99845468152338,2.1624546567360894,525.2713232376099,54.544246800012886,52.71954766839231,1.0,0.0,1.0,80.0359638751554,1.734936537881569,1.0498464860892145,0.8201622284986096,29.465816108826633,25.23845198242216,1.0,1.0,95.65889342300507,1.49143104936766,456.08279169268513,0.0,0.0,1.0,3.5746927464764418,135.44563236960246,126.67101120494941,0,Normal,None,0,,2025-11-26 09:21:46.194586
2.0547409213279044,882.093128786943,1.0,0.0,1.3097596988499731,301.937650171676,245.22937933599482,2.3135411299276223,1.193193870095504,303.8281791168999,280.4526350505436,223.57904615008667,1.0,0.0,1.0,0.0,0.9417260223789448,2.5753089360332013,753.4298547653265,5.103762892882123,1.0,1.0,0.9059163011470556,0.9888108719571217,174.91841403499953,196.4411405315477,156.53421005326462,2.1538792131073903,537.0574402587123,57.85590395782381,55.44193542266962,1.0,0.0,1.0,76.35478099927464,1.8085677845253,1.0269201426148062,0.8636265918274927,29.488518818208963,26.421482321337134,1.0,1.0,107.80146196967087,1.5003719631842143,470.7240450591403,0.0,0.0,1.0,3.3972278454570426,134.78983051896302,116.92073668120324,0,Normal,None,0,,2025-11-26 09:21:49.194586
1.948393958901048,904.6292539099975,1.0,0.0,0.817556072436112,301.9456789413277,259.7924252788844,2.9376384081757827,1.2529734335454454,295.2545846931637,277.7209298746239,232.3337778458229,1.0,0.0,1.0,0.0,1.0300520389305388,2.464586351511405,761.3608413179855,5.44915945112896,1.0,1.0,1.241786705218735,0.927332345309339,182.76472386414477,188.873095481578,149.76916336614465,2.155992187977131,564.6130891548139,59.34361990231005,55.4814939316746,1.0,0.0,1.0,78.9023744053371,1.7244484594519465,1.0463607440012017,0.8641384157176513,29.831617784964926,25.118307468138475,1.0,1.0,94.91609773145728,1.8,600.0,0.0,0.0,1.0,3.4326900715847977,140.13490494578468,170.0,1,sensor_spike,critical,6,5.0,2025-11-26 09:21:52.194586
2.044962823931814,938.4888592875983,1.0,0.0,1.196051041784495,302.2177899862833,248.6992705244218,2.634846638555831,1.1764036928783572,305.5535251913532,273.02344325924753,236.31000338074625,1.0,0.0,1.0,0.0,0.8846369279391497,2.4839189657009006,762.6041741693405,5.355384362821598,1.0,1.0,1.112632701879128,0.9037844682043193,172.49109119735192,217.11142636929608,145.9797410782508,2.026632107099072,528.363155213138,55.03396178232032,57.37254922424385,1.0,0.0,1.0,82.07069015306872,1.7444577653291204,1.0658335974646278,0.8280140923842131,30.539611465511136,26.936802143439195,1.0,1.0,95.07597331968962,1.482215217883009,442.18317732596137,0.0,0.0,1.0,3.62900762938206,118.13011613579056,124.24051584328618,0,Normal,None,0,,2025-11-26 09:21:55.194586
2.0200542926622607,923.8428454183158,1.0,0.0,1.1062715078306367,303.31823725239184,256.0326753918148,2.286300503772121,1.0,319.91035541158374,180.0,150.0,1.0,0.0,1.0,0.0,0.9340063409662458,2.4983714935412773,749.7509432511564,5.073558451045815,1.0,1.0,1.0706409740465435,0.9105071615756071,175.5391737515719,191.24976747202578,160.82452048837374,2.124485116577877,584.9525691208559,58.07231851105187,57.45058331215549,1.0,0.0,1.0,88.67391121732715,1.778369780089111,1.0550428331339785,0.8656097561725375,30.337584154363153,24.99944317398063,1.0,1.0,98.62623597825821,1.5231836380498134,458.19950319311243,0.0,0.0,1.0,3.7297008567908874,124.47875568812788,127.57139005010704,1,sensor_drop,high,2,4.0,2025-11-26 09:21:58.194586
2.0487005351124945,902.9221148852903,1.0,0.0,0.7205917150061794,317.51530578932255,245.24846396731164,2.7072375141494023,1.1957683473328986,299.97895672405724,277.93853426166737,228.7601916973532,1.0,0.0,1.0,0.0,0.8684686272288785,2.547379249212187,750.4667491077173,5.758100809370794,1.0,1.0,1.0368897403437116,0.953312164480249,189.9762753272842,196.21851786000528,148.5193354174529,2.0606782184453154,700.0,60.059274669446545,61.237002803885034,1.0,0.0,1.0,84.49214833288397,1.6860982803053381,1.0657660913883182,0.806598807927502,29.582297866820475,24.834062340768448,1.0,1.0,106.6628703426771,1.460390013716566,453.09389470301255,0.0,0.0,1.0,3.2394030672329226,129.1780387861039,114.85320782540235,1,multi_stage_cascade,medium,4,2.0,2025-11-26 09:22:01.194586
2.051995746683986,858.5282784908388,1.0,0.0,1.0859300595443582,297.4963504475429,239.78219810999326,2.4648258194910264,1.1911592173360093,287.9321662593362,288.01124681601175,231.16873330420503,1.0,0.0,1.0,0.0,1.183842661206478,2.4575519031058173,761.6262497833046,5.077231969047165,1.0,1.0,0.8729080641428697,0.9405492386687818,177.48247121724518,180.17393873454864,172.73784782329872,2.110619215324799,562.7086161815167,61.406679592096296,51.59798343032489,1.0,0.0,1.0,84.04011490524567,1.7779497530613144,1.0412506097063896,0.8368891976163241,31.079943919410603,23.934409413104273,1.0,1.0,108.39010190649861,1.4604866257704443,441.5702289065756,0.0,0.0,1.0,3.2056599927063187,129.58601355036137,128.44848329941252,0,Normal,None,0,,2025-11-26 09:22:04.194586
2.0130344098469224,890.9365159070032,1.0,0.0,0.8945791750366041,301.3514910077336,254.53666217020807,2.55113556491522,1.158802903672055,292.9204043246005,283.95319250601295,221.22823395282117,1.0,0.0,1.0,0.0,1.1633269281352139,2.5227322453392436,713.5840045325081,5.504969402517233,1.0,1.0,0.9308306590460491,1.0094957396889888,180.869039917967,183.01013920070793,148.2969052167891,2.07954211880521,559.0778555583499,65.71751144029767,59.31238949371813,1.0,0.0,1.0,78.36169725666917,1.7683529855681899,1.060094160499372,0.8467960902290979,30.94246913139995,24.148810445559043,1.0,1.0,98.10807739790371,1.5512132473503548,459.41075041883016,0.0,0.0,1.0,2.859045768541345,130.50542779504084,113.30798458417972,0,Normal,None,0,,2025-11-26 09:22:07.194586
1.9939001358044852,912.1299266671938,1.0,0.0,0.9538283512711722,301.52797739299746,250.88042072493317,2.2804008620395337,1.1968037136100544,311.68638557835186,278.82713651703364,235.17985703958274,1.0,0.0,1.0,0.0,0.9459970003219432,2.490270930507216,729.5691327862488,6.296541595147838,1.0,1.0,0.9245769127485145,0.9163528089517217,168.10998807455908,199.79248674067208,164.15414828247452,1.9952544979111324,562.1275878141037,60.99778766345743,56.14323043422983,1.0,0.0,1.0,81.13160942696348,1.7368157563614466,1.0416803504193743,0.8481492933129434,30.121753232667466,25.440954381399095,1.0,1.0,97.4665375390158,1.4876371509665356,436.9634061781979,0.0,0.0,1.0,3.9164314133417335,127.09799099735706,126.42752881256236,0,Normal,None,0,,2025-11-26 09:22:10.194586
1.9846575850541632,931.1367017770589,1.0,0.0,1.0516693110460122,292.387376983421,251.76852810735804,2.5462013806129047,1.2389405732924992,282.9085496666195,283.4060451591294,229.605515634639,1.0,0.0,1.0,0.0,1.0335763657681154,2.4440531791553317,731.6321216947725,5.593183163350178,1.0,1.0,0.9920063309434339,0.9590226117219637,180.18983692928126,199.6610810833556,149.01961051582833,2.1028247029381575,542.1170284762567,59.993976567724566,54.312235985009124,1.0,0.0,1.0,89.47226428113878,1.711300027879084,1.0338138109813493,0.8558902014629497,30.130004838627656,26.614979179616427,1.0,1.0,93.72049844046524,1.5382734652593477,465.44961242292135,0.0,0.0,1.0,3.3753457802395626,132.79251400923079,122.7973039749634,0,Normal,None,0,,2025-11-26 09:22:13.194586
2.004814772771733,871.9304499176835,1.0,0.0,0.9452225644250957,285.0204984656825,264.26500483417084,2.6692218716935683,1.1921581404213513,305.34391523978,282.4504070854131,233.13274079674994,1.0,0.0,1.0,0.0,1.0537752778626601,2.5837291518836936,747.0663896035015,5.627696341479524,1.0,1.0,1.1347281648452805,0.993721437604013,171.437364903803,213.1137867222983,155.8458827653938,2.044851621032601,546.1250977319679,61.90516811658333,59.1438554992383,1.0,0.0,1.0,90.59075707066854,1.7419293202370316,1.0351107561024855,0.8696938736899049,31.63573212052271,25.810699025376277,1.0,1.0,91.7697893470852,1.4316717729172272,425.7669859055887,0.0,0.0,1.0,3.707331819744678,125.94456263010154,129.21512964811296,1,pump_manipulation,low,3,2.0,2025-11-26 09:22:16.194586
1.964636486413136,941.9281845402344,1.0,0.0,0.8849178713378423,306.43249767083677,248.7200479434378,2.7874467597700274,1.2343749612837571,305.5173585016656,267.2797060676463,234.26871330726743,1.0,0.0,1.0,0.0,0.8209939920809355,2.472872711136714,751.5578008950504,5.463180790256122,1.0,1.0,1.076340881106117,0.8025770062282165,162.21482365603032,208.0122198038436,161.74295584659686,2.149534360194623,562.914832218708,61.208754048358,53.80239795897499,1.0,0.0,1.0,83.44462345604651,1.7233240150027875,1.0205798031562585,0.8496998733115825,27.73797506856218,23.508940802588523,1.0,1.0,104.01049499741536,1.5239974089710038,452.8669944081555,0.0,0.0,1.0,3.2350164463204356,122.19430498243733,113.78537435698269,0,Normal,None,0,,2025-11-26 09:22:19.194586
1.9752242220291063,887.2753575973525,1.0,0.0,0.8908530912862247,298.7035376127712,244.16147470727958,2.3412265837377575,1.254296688433397,285.9573182840196,267.3952548163414,225.60074224891875,1.0,0.0,1.0,0.0,1.0520162839725735,2.59195347665354,637.5,4.675,1.0,1.0,0.894552722811729,0.85,175.15004953206912,214.75093074385478,165.92990472897944,2.1087221764837767,581.7661103251999,56.03521636020713,52.09249840484946,1.0,0.0,1.0,80.65393436231923,1.8070519096124245,1.0581739286448972,0.8450055930480117,28.21569660145325,22.357700358572064,1.0,1.0,101.80379946924906,1.524198756868235,439.8977228659925,0.0,0.0,1.0,3.655367699147903,117.45959262390436,116.59761388603984,1,sensor_flatline,high,3,3.0,2025-11-26 09:22:22.194586
